"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"280","regulation of mitotic cell cycle phase transition (GO:1901990)","8/188",0.0357796068261736,0.268602619816489,0,0,2.20181405895692,7.33287131771265,"YWHAE;PCM1;HSP90AA1;UBB;PPP2R1A;TUBB;RPS27A;YWHAG"
"281","regulation of anatomical structure morphogenesis (GO:0022603)","6/123",0.0372706589335862,0.27657411643237,0,0,2.53585838865027,8.34183013654468,"MEF2C;INF2;ZMYM3;ABI2;CFL1;PHIP"
"282","regulation of glucose import (GO:0046324)","3/37",0.0373677683476656,0.27657411643237,0,0,4.34864424359164,14.2937620852029,"INSR;PEA15;SORBS1"
"283","regulation of microtubule cytoskeleton organization (GO:0070507)","3/37",0.0373677683476656,0.27657411643237,0,0,4.34864424359164,14.2937620852029,"STMN1;STMN4;MAPRE3"
"284","nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)","3/37",0.0373677683476656,0.27657411643237,0,0,4.34864424359164,14.2937620852029,"UBB;ERCC5;RPS27A"
"285","positive regulation of peptidyl-serine phosphorylation (GO:0033138)","5/93",0.0388495317825255,0.286532336164451,0,0,2.80667433831991,9.11624455802411,"HSP90AA1;HSP90AB1;NTRK3;TERF2IP;MIF"
"286","regulation of neurotransmitter transport (GO:0051588)","2/16",0.0397965475529927,0.290459524154134,0,0,7.03015075376884,22.6650310873378,"MEF2C;SYN1"
"287","regulation of phosphate metabolic process (GO:0019220)","2/16",0.0397965475529927,0.290459524154134,0,0,7.03015075376884,22.6650310873378,"PGAM1;SMG7"
"288","protein localization to microtubule organizing center (GO:1905508)","2/16",0.0397965475529927,0.290459524154134,0,0,7.03015075376884,22.6650310873378,"PCM1;CCDC14"
"289","positive regulation of signaling (GO:0023056)","3/38",0.0399877265658492,0.290844986994516,0,0,4.22418136020151,13.598411589396,"RIMS2;NSF;HOMER1"
"290","replication fork processing (GO:0031297)","3/39",0.0426982384897673,0.307368826388668,0,0,4.10663308144416,12.9506682821463,"BOD1L1;ATRX;NUCKS1"
"291","nucleotide-excision repair, DNA incision (GO:0033683)","3/39",0.0426982384897673,0.307368826388668,0,0,4.10663308144416,12.9506682821463,"UBB;ERCC5;RPS27A"
"292","positive regulation of intracellular transport (GO:0032388)","3/39",0.0426982384897673,0.307368826388668,0,0,4.10663308144416,12.9506682821463,"PCM1;SORL1;VAMP2"
"293","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"CALM3;CALM2"
"294","reverse cholesterol transport (GO:0043691)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"ABCA5;CLU"
"295","ribosomal small subunit assembly (GO:0000028)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"RPS14;RPS27"
"296","mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"COX5B;COX6A1"
"297","negative regulation of peptidyl-threonine phosphorylation (GO:0010801)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"CALM3;CALM2"
"298","positive regulation of cardiac muscle tissue growth (GO:0055023)","2/17",0.0445183673803945,0.314018819575803,0,0,6.56113902847571,20.417302956657,"MEF2C;AKAP6"
"299","cellular response to insulin stimulus (GO:0032869)","6/129",0.0452625463315413,0.315636057582777,0,0,2.41141512937972,7.46399388158496,"PKM;INSR;ATP6V1B2;PHIP;SORBS1;VAMP2"
"300","regulation of microtubule polymerization (GO:0031113)","3/40",0.0454984421729693,0.315636057582777,0,0,3.99543876370073,12.3462141940186,"STMN1;ARL2;MAPRE3"
"301","regulation of sodium ion transmembrane transporter activity (GO:2000649)","3/40",0.0454984421729693,0.315636057582777,0,0,3.99543876370073,12.3462141940186,"FXYD6;SCN3B;YWHAH"
"302","positive regulation of cation channel activity (GO:2001259)","3/40",0.0454984421729693,0.315636057582777,0,0,3.99543876370073,12.3462141940186,"AKAP6;CALM3;CALM2"
"303","positive regulation of ossification (GO:0045778)","3/40",0.0454984421729693,0.315636057582777,0,0,3.99543876370073,12.3462141940186,"MEF2C;PKDCC;ZBTB16"
"304","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","5/98",0.0469038636730775,0.32219582170199,0,0,2.65509731863346,8.12368238605461,"CAPZA2;AP2S1;CLTA;KLC1;CTSD"
"305","regulation of peptidyl-serine phosphorylation (GO:0033135)","5/98",0.0469038636730775,0.32219582170199,0,0,2.65509731863346,8.12368238605461,"HSP90AA1;HSP90AB1;NTRK3;TERF2IP;MIF"
"306","RNA splicing (GO:0008380)","5/98",0.0469038636730775,0.32219582170199,0,0,2.65509731863346,8.12368238605461,"SFPQ;PDCD7;PPP2R1A;FUS;HNRNPC"
"307","regulation of myeloid cell differentiation (GO:0045637)","4/68",0.0472345440795264,0.322360427451833,0,0,3.08333333333333,9.41227517961227,"MEF2C;KMT2A;KMT2C;ZBTB16"
"308","negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)","4/68",0.0472345440795264,0.322360427451833,0,0,3.08333333333333,9.41227517961227,"UBB;PEG10;STUB1;RPS27A"
"309","regulation of protein dephosphorylation (GO:0035304)","3/41",0.0483873985852339,0.322711704358987,0,0,3.8900967784701,11.7812197865181,"CALM3;CALM2;PPIA"
"310","gluconeogenesis (GO:0006094)","3/41",0.0483873985852339,0.322711704358987,0,0,3.8900967784701,11.7812197865181,"PGAM1;ALDOA;GAPDH"
"311","positive regulation of biomineral tissue development (GO:0070169)","3/41",0.0483873985852339,0.322711704358987,0,0,3.8900967784701,11.7812197865181,"CEBPB;MEF2C;PKDCC"
"312","regulation of cellular protein catabolic process (GO:1903362)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"HSP90AA1;RDX"
"313","regulation of delayed rectifier potassium channel activity (GO:1902259)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"AKAP6;VAMP2"
"314","regulation of early endosome to late endosome transport (GO:2000641)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"RDX;MAPK1"
"315","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"SFPQ;PPIA"
"316","regulation of protein sumoylation (GO:0033233)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"RASD2;EGR1"
"317","release of cytochrome c from mitochondria (GO:0001836)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"BAD;CLU"
"318","microtubule depolymerization (GO:0007019)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"STMN1;STMN4"
"319","negative regulation of Rho protein signal transduction (GO:0035024)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"STMN1;SCAI"
"320","positive regulation of cartilage development (GO:0061036)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"PKDCC;ZBTB16"
"321","positive regulation of excitatory postsynaptic potential (GO:2000463)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"RIMS2;GRIN1"
"322","protein localization to centrosome (GO:0071539)","2/18",0.0494353800207392,0.322711704358987,0,0,6.15075376884422,18.4958634856834,"PCM1;CCDC14"
"323","antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","5/100",0.0503827809902729,0.326866066794918,0,0,2.59893404397069,7.76588991477076,"CAPZA2;AP2S1;CLTA;KLC1;CTSD"
"324","positive regulation of translation (GO:0045727)","5/100",0.0503827809902729,0.326866066794918,0,0,2.59893404397069,7.76588991477076,"EIF5A;PKM;DHX36;CIRBP;RPL26"
"325","calcium ion transmembrane import into cytosol (GO:0097553)","3/42",0.0513640965162118,0.330175323783111,0,0,3.79015694632823,11.2522780615449,"GRIN2A;HTR2A;GRIN1"
"326","regulation of ubiquitin-dependent protein catabolic process (GO:2000058)","3/42",0.0513640965162118,0.330175323783111,0,0,3.79015694632823,11.2522780615449,"RPS7;FBXW7;CLU"
"327","positive regulation of protein tyrosine kinase activity (GO:0061098)","3/42",0.0513640965162118,0.330175323783111,0,0,3.79015694632823,11.2522780615449,"PRNP;FBXW7;LRP8"
"328","carbohydrate homeostasis (GO:0033500)","4/70",0.0515844013964612,0.330580523583419,0,0,2.98959289868381,8.86275562614809,"BAD;KCNB1;INSR;RPS6"
"329","negative regulation of neuron apoptotic process (GO:0043524)","4/71",0.0538387167102209,0.341186705066067,0,0,2.94482134780642,8.60406837466279,"NRBP2;MEF2C;SET;TYRO3"
"330","regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","5/102",0.0540092788506411,0.341186705066067,0,0,2.54508678063422,7.42808879318496,"DNAJB2;HSP90AB1;STUB1;CLU;FBXO22"
"331","DNA-dependent DNA replication maintenance of fidelity (GO:0045005)","3/43",0.05442745729999,0.341186705066067,0,0,3.69521410579345,10.7563489389499,"BOD1L1;ATRX;NUCKS1"
"332","endoplasmic reticulum mannose trimming (GO:1904380)","2/19",0.054537931923025,0.341186705066067,0,0,5.78864912799291,16.8383630765943,"UBB;RPS27A"
"333","striated muscle cell differentiation (GO:0051146)","2/19",0.054537931923025,0.341186705066067,0,0,5.78864912799291,16.8383630765943,"MESP1;MEF2C"
"334","maintenance of protein localization in organelle (GO:0072595)","2/19",0.054537931923025,0.341186705066067,0,0,5.78864912799291,16.8383630765943,"ARL2;CHCHD10"
"335","negative regulation of nervous system development (GO:0051961)","2/19",0.054537931923025,0.341186705066067,0,0,5.78864912799291,16.8383630765943,"PCM1;SORL1"
"336","positive regulation of cellular protein catabolic process (GO:1903364)","2/19",0.054537931923025,0.341186705066067,0,0,5.78864912799291,16.8383630765943,"HSP90AA1;RDX"
"337","protein localization to plasma membrane (GO:0072659)","6/136",0.0558413608138582,0.346475968811051,0,0,2.28074970714565,6.58051131354734,"RAB3C;CCDC88A;EFR3A;KCNB1;RDX;SCN3B"
"338","antigen processing and presentation of exogenous peptide antigen (GO:0002478)","5/103",0.0558779036284236,0.346475968811051,0,0,2.51898734177215,7.26623627744283,"CAPZA2;AP2S1;CLTA;KLC1;CTSD"
"339","cellular response to organonitrogen compound (GO:0071417)","5/103",0.0558779036284236,0.346475968811051,0,0,2.51898734177215,7.26623627744283,"EGR1;GABRB2;MEF2C;AKAP6;ACTB"
"340","cell morphogenesis involved in differentiation (GO:0000904)","4/72",0.0561457166124609,0.347112636233508,0,0,2.90136660724896,8.35536972999821,"MEF2C;ABI2;ACTN1;TYRO3"
"341","hexose biosynthetic process (GO:0019319)","3/44",0.0575763393005969,0.353875629268581,0,0,3.60490262333354,10.290712100315,"PGAM1;ALDOA;GAPDH"
"342","mRNA stabilization (GO:0048255)","3/44",0.0575763393005969,0.353875629268581,0,0,3.60490262333354,10.290712100315,"FUS;CIRBP;HNRNPC"
"343","insulin receptor signaling pathway (GO:0008286)","4/73",0.0585051842160716,0.357493887273787,0,0,2.85917142438882,8.11615811363686,"INSR;ATP6V1B2;PHIP;SORBS1"
"344","positive regulation of synaptic transmission (GO:0050806)","4/73",0.0585051842160716,0.357493887273787,0,0,2.85917142438882,8.11615811363686,"RIMS2;CACNG8;GRIN2A;VAMP2"
"345","base-excision repair, AP site formation (GO:0006285)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"TERF2IP;ERCC5"
"346","cellular monovalent inorganic cation homeostasis (GO:0030004)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"KCNMA1;ATP1A3"
"347","regulation of programmed necrotic cell death (GO:0062098)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"HSP90AA1;STUB1"
"348","positive regulation of cyclin-dependent protein kinase activity (GO:1904031)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"HSP90AB1;MAPRE3"
"349","positive regulation of dendrite morphogenesis (GO:0050775)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"DHX36;LRP8"
"350","positive regulation of epithelial cell differentiation (GO:0030858)","2/20",0.0598166759161009,0.359241865073269,0,0,5.46677833612507,15.3970215287689,"MESP1;BAD"
"351","regulation of insulin receptor signaling pathway (GO:0046626)","3/45",0.0608095422512126,0.363770650582029,0,0,3.51889168765743,9.85292683801622,"NUCKS1;SORBS1;SORL1"
"352","regulation of peptide hormone secretion (GO:0090276)","4/74",0.0609168739319097,0.363770650582029,0,0,2.81818181818182,7.88596336947284,"SNAP25;KCNB1;CACNA1A;SYT7"
"353","cellular response to peptide hormone stimulus (GO:0071375)","5/106",0.0617050817302086,0.366395711290673,0,0,2.44378994861511,6.80690561563693,"PKM;PRKAR1B;INSR;SORBS1;VAMP2"
"354","chromosome organization (GO:0051276)","5/106",0.0617050817302086,0.366395711290673,0,0,2.44378994861511,6.80690561563693,"UBB;GATAD1;NUCKS1;BRWD1;RPS27A"
"355","regulation of synaptic transmission, glutamatergic (GO:0051966)","3/46",0.0641258114420213,0.375840841302304,0,0,3.43688126061742,9.44079773481341,"CACNG8;MEF2C;HOMER1"
"356","regulation of telomerase activity (GO:0051972)","3/46",0.0641258114420213,0.375840841302304,0,0,3.43688126061742,9.44079773481341,"HSP90AA1;HSP90AB1;MAPK1"
"357","interleukin-12-mediated signaling pathway (GO:0035722)","3/46",0.0641258114420213,0.375840841302304,0,0,3.43688126061742,9.44079773481341,"CFL1;MIF;PPIA"
"358","regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"CALM3;CALM2"
"359","calcium ion transport into cytosol (GO:0060402)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"GRIN2A;GRIN1"
"360","regulation of cell-substrate junction assembly (GO:0090109)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"MACF1;ACTG1"
"361","cellular response to inorganic substance (GO:0071241)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"ATRX;MTR"
"362","error-prone translesion synthesis (GO:0042276)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"UBB;RPS27A"
"363","focal adhesion assembly (GO:0048041)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"ACTN1;SORBS1"
"364","long-term synaptic potentiation (GO:0060291)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"GRIN2A;VAMP2"
"365","neuron apoptotic process (GO:0051402)","2/21",0.0652625628331783,0.375840841302304,0,0,5.17878868024332,14.134658097005,"ATN1;GAPDH"
"366","chromatin organization (GO:0006325)","6/142",0.0660006001523438,0.379052627104445,0,0,2.17945655419528,5.92396221204784,"KDM5D;GATAD1;ATRX;NUCKS1;BRWD1;BPTF"
"367","positive regulation of protein modification process (GO:0031401)","8/214",0.0665433895819554,0.381128623709183,0,0,1.92133940955023,5.20663972018423,"HSP90AA1;INSR;RB1CC1;NTRK3;TERF2IP;CALM3;CALM2;PPIA"
"368","regulation of translation (GO:0006417)","7/178",0.067159354370279,0.383611312191105,0,0,2.02376382006756,5.46555276160831,"NEMF;RPL10;DHX36;CIRBP;RPL13A;RPL26;GAPDH"
"369","positive regulation of neuron death (GO:1901216)","3/47",0.0675238416667697,0.384094607340131,0,0,3.35859858026105,9.05234522192748,"EGR1;PRNP;CLU"
"370","receptor-mediated endocytosis (GO:0006898)","6/143",0.0677921500110318,0.384094607340131,0,0,2.16343695579681,5.82247707376994,"HSP90AA1;INSR;CLTB;AP2S1;CLTA;SORL1"
"371","neuron development (GO:0048666)","6/143",0.0677921500110318,0.384094607340131,0,0,2.16343695579681,5.82247707376994,"MEF2C;STMN1;STMN4;ETV1;MAP4;NCDN"
"372","positive regulation of protein modification by small protein conjugation or removal (GO:1903322)","4/77",0.068462405850043,0.386849400797824,0,0,2.70195101701951,7.24520195560142,"RASD2;UBB;FBXW7;STUB1"
"373","protein stabilization (GO:0050821)","7/179",0.0687572104893253,0.387473609781667,0,0,2.01189419492278,5.38619016163085,"HSP90AA1;HSP90AB1;RPS7;FBXW7;AAK1;CLU;GAPDH"
"374","regulation of chromosome organization (GO:0033044)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"YLPM1;TERF2IP"
"375","regulation of DNA recombination at telomere (GO:0072695)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"ATRX;TERF2IP"
"376","regulation of macrophage chemotaxis (GO:0010758)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"MAPK1;MIF"
"377","error-free translesion synthesis (GO:0070987)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"UBB;RPS27A"
"378","natural killer cell mediated cytotoxicity (GO:0042267)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"TUBB;VAMP2"
"379","negative regulation of DNA recombination at telomere (GO:0048239)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"ATRX;TERF2IP"
"380","negative regulation of protein dephosphorylation (GO:0035308)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"YWHAE;BOD1L1"
"381","nucleotide-excision repair, DNA duplex unwinding (GO:0000717)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"UBB;RPS27A"
"382","positive regulation of axon extension (GO:0045773)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"MACF1;GOLGA4"
"383","positive regulation of dendritic spine development (GO:0060999)","2/22",0.0708668334062143,0.387654012627902,0,0,4.91959798994975,13.0219434228934,"DHX36;LRP8"
"384","cellular response to interleukin-12 (GO:0071349)","3/48",0.0710022810950248,0.387654012627902,0,0,3.28379513014274,8.68578022335352,"CFL1;MIF;PPIA"
"385","histone H4 acetylation (GO:0043967)","3/48",0.0710022810950248,0.387654012627902,0,0,3.28379513014274,8.68578022335352,"MORF4L1;KMT2A;CHD5"
"386","recombinational repair (GO:0000725)","4/79",0.0737481482793198,0.396290033002716,0,0,2.62962962962963,6.85570580899871,"MORF4L1;SFPQ;NUCKS1;ERCC5"
"387","regulation of cellular response to heat (GO:1900034)","4/79",0.0737481482793198,0.396290033002716,0,0,2.62962962962963,6.85570580899871,"YWHAE;HSP90AA1;HSP90AB1;MAPK1"
"388","regulation of ion transport (GO:0043269)","4/79",0.0737481482793198,0.396290033002716,0,0,2.62962962962963,6.85570580899871,"SYT12;VAMP2;SYT7;YWHAH"
"389","positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)","4/79",0.0737481482793198,0.396290033002716,0,0,2.62962962962963,6.85570580899871,"DNAJB2;STUB1;CLU;FBXO22"
"390","protein-containing complex subunit organization (GO:0043933)","5/112",0.0743498965940446,0.396290033002716,0,0,2.30604519105643,5.99334918113282,"KMT2A;PPP2R1A;CAPZA2;CHCHD10;VAMP2"
"391","response to unfolded protein (GO:0006986)","3/49",0.074559734906453,0.396290033002716,0,0,3.21224400394261,8.33948225290331,"DNAJB2;HSP90AA1;HSP90AB1"
"392","cytoskeleton-dependent intracellular transport (GO:0030705)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"CCDC88A;TUBB"
"393","regulation of necroptotic process (GO:0060544)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"HSP90AA1;STUB1"
"394","regulation of supramolecular fiber organization (GO:1902903)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"ARL2;MAPRE3"
"395","negative regulation of GTPase activity (GO:0034260)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"RDX;ARL2"
"396","nucleotide-excision repair, DNA damage recognition (GO:0000715)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"UBB;RPS27A"
"397","positive regulation of mRNA processing (GO:0050685)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"DHX36;CIRBP"
"398","positive regulation of protein autophosphorylation (GO:0031954)","2/23",0.0766210103082121,0.396290033002716,0,0,4.68509212730318,12.0354579880778,"CALM3;CALM2"
"399","cellular response to transforming growth factor beta stimulus (GO:0071560)","5/114",0.0788553119792429,0.396290033002716,0,0,2.2635001741958,5.74960868986749,"MEF2C;UBB;USP9Y;ZYX;RPS27A"
"400","cellular response to organic cyclic compound (GO:0071407)","6/150",0.0811170556682011,0.396290033002716,0,0,2.0575296108291,5.16823051697889,"EGR1;GABRB2;MEF2C;ATP1A3;AKAP6;ACTB"
"401","cardiac muscle cell differentiation (GO:0055007)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"MESP1;MEF2C"
"402","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"UBB;RPS27A"
"403","nucleotide-excision repair, DNA gap filling (GO:0006297)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"UBB;RPS27A"
"404","positive regulation of neuron apoptotic process (GO:0043525)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"PRNP;FBXW7"
"405","positive regulation of protein targeting to membrane (GO:0090314)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"PRNP;KCNB1"
"406","potassium ion homeostasis (GO:0055075)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"KCNMA1;ATP1A3"
"407","protein alpha-1,2-demannosylation (GO:0036508)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"UBB;RPS27A"
"408","protein insertion into mitochondrial membrane (GO:0051204)","2/24",0.0825168904779529,0.396290033002716,0,0,4.47190497944267,11.1562951144763,"HSP90AA1;BAD"
"409","MAPK cascade (GO:0000165)","10/303",0.0844225834604312,0.396290033002716,0,0,1.68959481928765,4.17654379445686,"YWHAE;MEF2C;UBB;PABPN1;PEA15;PEBP1;ARL2;MAPK1;RPS27A;GRIN1"
"410","cartilage development (GO:0051216)","3/52",0.0856916626504602,0.396290033002716,0,0,3.01511335012594,7.40813272759072,"MEF2C;ZBTB16;CHI3L1"
"411","regulation of release of sequestered calcium ion into cytosol (GO:0051279)","3/52",0.0856916626504602,0.396290033002716,0,0,3.01511335012594,7.40813272759072,"AKAP6;CALM3;CALM2"
"412","negative regulation of BMP signaling pathway (GO:0030514)","3/52",0.0856916626504602,0.396290033002716,0,0,3.01511335012594,7.40813272759072,"NBL1;SORL1;TRIM33"
"413","negative regulation of protein metabolic process (GO:0051248)","3/52",0.0856916626504602,0.396290033002716,0,0,3.01511335012594,7.40813272759072,"PRNP;HSP90AB1;CLU"
"414","negative regulation of protein-containing complex assembly (GO:0031333)","3/52",0.0856916626504602,0.396290033002716,0,0,3.01511335012594,7.40813272759072,"RPL13A;CLU;SORL1"
"415","response to insulin (GO:0032868)","4/84",0.0878330037876782,0.396290033002716,0,0,2.46464646464646,5.99480384035343,"PKM;INSR;SORBS1;VAMP2"
"416","regulation of cellular response to stress (GO:0080135)","5/118",0.088294565089343,0.396290033002716,0,0,2.18292819536238,5.29813421265498,"YWHAE;HSP90AA1;CEBPB;HSP90AB1;MAPK1"
"417","positive regulation of protein-containing complex assembly (GO:0031334)","5/118",0.088294565089343,0.396290033002716,0,0,2.18292819536238,5.29813421265498,"HSP90AA1;SLF1;ERCC5;STUB1;CLU"
"418","receptor catabolic process (GO:0032801)","2/25",0.0885465375060415,0.396290033002716,0,0,4.27725584443959,10.3690391794992,"AP2S1;CLTA"
"419","regulation of cAMP-mediated signaling (GO:0043949)","2/25",0.0885465375060415,0.396290033002716,0,0,4.27725584443959,10.3690391794992,"RASD2;PRKAR1B"
"420","cAMP-mediated signaling (GO:0019933)","2/25",0.0885465375060415,0.396290033002716,0,0,4.27725584443959,10.3690391794992,"RIMS2;AKAP6"
"421","regulation of dopamine secretion (GO:0014059)","2/25",0.0885465375060415,0.396290033002716,0,0,4.27725584443959,10.3690391794992,"SYT12;SYT7"
"422","peripheral nervous system development (GO:0007422)","2/25",0.0885465375060415,0.396290033002716,0,0,4.27725584443959,10.3690391794992,"NFASC;ADGRB2"
"423","heart morphogenesis (GO:0003007)","3/53",0.0895504863294166,0.396290033002716,0,0,2.95465994962217,7.12945476115829,"MESP1;FLRT2;INSR"
"424","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)","4/85",0.090795502950713,0.396290033002716,0,0,2.43409402668662,5.83974578321989,"NSF;KLC1;RAB6B;ARF5"
"425","positive regulation of protein catabolic process (GO:0045732)","4/85",0.090795502950713,0.396290033002716,0,0,2.43409402668662,5.83974578321989,"NSF;HSP90AA1;RDX;SORL1"
"426","apoptotic process (GO:0006915)","8/231",0.0934666294000524,0.396290033002716,0,0,1.77331380982886,4.20302116488771,"CDK11A;PPP2R1A;BAD;ZBTB16;ATN1;CDIP1;PPIA;GAPDH"
"427","regulation of alternative mRNA splicing, via spliceosome (GO:0000381)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"RBM25;RBFOX2;CELF5"
"428","regulation of cyclin-dependent protein kinase activity (GO:1904029)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"HSP90AB1;CAMK2N1;ACTB"
"429","regulation of megakaryocyte differentiation (GO:0045652)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"MEF2C;KMT2A;KMT2C"
"430","cytoplasmic microtubule organization (GO:0031122)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"CCDC88A;PCM1;DST"
"431","regulation of potassium ion transmembrane transport (GO:1901379)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"YWHAE;KCNMA1;AKAP6"
"432","regulation of proteasomal protein catabolic process (GO:0061136)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"HSP90AB1;UBB;FBXW7"
"433","regulation of proteolysis (GO:0030162)","3/54",0.0934808236948204,0.396290033002716,0,0,2.89657727070677,6.86488511303804,"CAMK2N1;BAD;STUB1"
"434","regulation of cell differentiation (GO:0045595)","6/156",0.093619487593071,0.396290033002716,0,0,1.9746192893401,4.67691879530559,"CEBPB;ZFHX2;HSP90AB1;PPP2R1A;YWHAG;YWHAH"
"435","negative regulation of transcription by RNA polymerase II (GO:0000122)","19/684",0.094459743057468,0.396290033002716,0,0,1.41994750656168,3.35048191663797,"ZBTB18;MEF2C;CEBPB;MLIP;RPL10;PEG3;ZBTB16;ATRX;ATN1;PRDM2;ETV5;RPS14;SFPQ;UBB;ZNF669;LRRFIP1;RPS27A;TRIM33;BPTF"
"436","regulation of actin filament bundle assembly (GO:0032231)","2/26",0.0947022743835753,0.396290033002716,0,0,4.09882747068677,9.66100710382966,"RDX;ACTG1"
"437","regulation of chondrocyte differentiation (GO:0032330)","2/26",0.0947022743835753,0.396290033002716,0,0,4.09882747068677,9.66100710382966,"PKDCC;ZBTB16"
"438","regulation of glycogen biosynthetic process (GO:0005979)","2/26",0.0947022743835753,0.396290033002716,0,0,4.09882747068677,9.66100710382966,"INSR;SORBS1"
