"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"177","negative regulation of signal transduction by p53 class mediator (GO:1901797)","1/18",0.0222717298790694,0.0576421434307723,0,0,48.9166666666667,186.100382608801,"CD44"
"178","cellular response to zinc ion (GO:0071294)","1/18",0.0222717298790694,0.0576421434307723,0,0,48.9166666666667,186.100382608801,"MT3"
"179","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)","1/18",0.0222717298790694,0.0576421434307723,0,0,48.9166666666667,186.100382608801,"HSPA1A"
"180","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)","1/18",0.0222717298790694,0.0576421434307723,0,0,48.9166666666667,186.100382608801,"HSPB1"
"181","neutrophil mediated immunity (GO:0002446)","3/488",0.0222932221388243,0.0576421434307723,0,0,5.47985004686036,20.8424594323407,"CHI3L1;CD44;HSPA1A"
"182","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)","1/19",0.0234949864071649,0.0591164174115761,0,0,46.1967592592593,173.28257607803,"HSPB1"
"183","cellular response to copper ion (GO:0071280)","1/19",0.0234949864071649,0.0591164174115761,0,0,46.1967592592593,173.28257607803,"MT3"
"184","regulation of mitotic spindle assembly (GO:1901673)","1/19",0.0234949864071649,0.0591164174115761,0,0,46.1967592592593,173.28257607803,"HSPA1A"
"185","DNA alkylation (GO:0006305)","1/19",0.0234949864071649,0.0591164174115761,0,0,46.1967592592593,173.28257607803,"FOS"
"186","DNA methylation or demethylation (GO:0044728)","1/19",0.0234949864071649,0.0591164174115761,0,0,46.1967592592593,173.28257607803,"FOS"
"187","cellular response to interferon-beta (GO:0035458)","1/20",0.0247167737784927,0.0612034398324582,0,0,43.7631578947368,161.935638794938,"IFI16"
"188","energy reserve metabolic process (GO:0006112)","1/20",0.0247167737784927,0.0612034398324582,0,0,43.7631578947368,161.935638794938,"MT3"
"189","regulation of protein modification by small protein conjugation or removal (GO:1903320)","1/20",0.0247167737784927,0.0612034398324582,0,0,43.7631578947368,161.935638794938,"HSPA1A"
"190","positive regulation of transcription by RNA polymerase II (GO:0045944)","4/908",0.0249511666598575,0.0614586631411226,0,0,4.01833122629583,14.8309963179236,"JUN;IFI16;FOS;JUNB"
"191","positive regulation of nucleic acid-templated transcription (GO:1903508)","3/511",0.0251264959489838,0.0615664926917508,0,0,5.22557265569077,19.2501337223357,"JUN;FOS;MT3"
"192","positive regulation of lipid storage (GO:0010884)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"HILPDA"
"193","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"IFI16"
"194","cellular response to inorganic substance (GO:0071241)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"MT3"
"195","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"MT3"
"196","positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"JUN"
"197","zinc ion transport (GO:0006829)","1/21",0.0259370936730086,0.0616170550201422,0,0,41.5729166666667,151.82766517303,"MT3"
"198","positive regulation of DNA-templated transcription, initiation (GO:2000144)","1/22",0.0271559477765974,0.062915760195285,0,0,39.5912698412698,142.77242140899,"JUN"
"199","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)","1/22",0.0271559477765974,0.062915760195285,0,0,39.5912698412698,142.77242140899,"HSPA1A"
"200","lipid droplet organization (GO:0034389)","1/22",0.0271559477765974,0.062915760195285,0,0,39.5912698412698,142.77242140899,"HILPDA"
"201","chaperone-mediated protein complex assembly (GO:0051131)","1/22",0.0271559477765974,0.062915760195285,0,0,39.5912698412698,142.77242140899,"HSPA1A"
"202","regulation of lipid storage (GO:0010883)","1/22",0.0271559477765974,0.062915760195285,0,0,39.5912698412698,142.77242140899,"HILPDA"
"203","ERK1 and ERK2 cascade (GO:0070371)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"MT3"
"204","artery development (GO:0060840)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"APLNR"
"205","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"HSPA1A"
"206","response to copper ion (GO:0046688)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"MT3"
"207","hyaluronan metabolic process (GO:0030212)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"CD44"
"208","negative regulation of reactive oxygen species metabolic process (GO:2000378)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"MT3"
"209","negative regulation of signal transduction in absence of ligand (GO:1901099)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"HSPA1A"
"210","DNA methylation (GO:0006306)","1/23",0.0283733377644313,0.0632320098750183,0,0,37.7897727272727,134.61871091776,"FOS"
"211","regulation of ruffle assembly (GO:1900027)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"EPS8L2"
"212","regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"MT3"
"213","response to gamma radiation (GO:0010332)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"CRYAB"
"214","positive regulation of p38MAPK cascade (GO:1900745)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"GADD45B"
"215","positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"MT3"
"216","wound healing, spreading of cells (GO:0044319)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"CD44"
"217","protein kinase B signaling (GO:0043491)","1/24",0.0295892653137072,0.0634832880509551,0,0,36.1449275362319,127.242565833662,"MT3"
"218","extracellular structure organization (GO:0043062)","2/216",0.0295899129336789,0.0634832880509551,0,0,8.0296627387241,28.2669964244287,"CD44;ICAM1"
"219","external encapsulating structure organization (GO:0045229)","2/217",0.0298425713060045,0.0634832880509551,0,0,7.99191102123357,28.0661476686404,"CD44;ICAM1"
"220","regulation of cell growth (GO:0001558)","2/217",0.0298425713060045,0.0634832880509551,0,0,7.99191102123357,28.0661476686404,"MT3;HSPA1A"
"221","regulation of spindle assembly (GO:0090169)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"HSPA1A"
"222","regulation of cAMP-mediated signaling (GO:0043949)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"APLNR"
"223","negative regulation of response to endoplasmic reticulum stress (GO:1903573)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"HSPA1A"
"224","positive regulation of peptidyl-threonine phosphorylation (GO:0010800)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"CHI3L1"
"225","regulation of heterotypic cell-cell adhesion (GO:0034114)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"CD44"
"226","divalent inorganic cation homeostasis (GO:0072507)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"MT3"
"227","energy derivation by oxidation of organic compounds (GO:0015980)","1/25",0.0308037321003649,0.0635072538456863,0,0,34.6371527777778,120.541428182783,"MT3"
"228","glial cell development (GO:0021782)","1/26",0.0320167398038226,0.0644686560595986,0,0,33.25,114.429755103557,"MT3"
"229","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)","1/26",0.0320167398038226,0.0644686560595986,0,0,33.25,114.429755103557,"CD44"
"230","chaperone cofactor-dependent protein refolding (GO:0051085)","1/26",0.0320167398038226,0.0644686560595986,0,0,33.25,114.429755103557,"HSPA1A"
"231","mononuclear cell differentiation (GO:1903131)","1/26",0.0320167398038226,0.0644686560595986,0,0,33.25,114.429755103557,"IFI16"
"232","endothelial cell development (GO:0001885)","1/26",0.0320167398038226,0.0644686560595986,0,0,33.25,114.429755103557,"ICAM1"
"233","negative regulation of cellular process (GO:0048523)","3/566",0.0326634349432769,0.0644686560595986,0,0,4.70176005167124,16.0870674287285,"MT3;CRYAB;HSPA1A"
"234","negative regulation of catalytic activity (GO:0043086)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"MT3"
"235","positive regulation of calcium ion transmembrane transport (GO:1904427)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"APLNR"
"236","negative regulation of endothelial cell apoptotic process (GO:2000352)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"ICAM1"
"237","positive regulation of erythrocyte differentiation (GO:0045648)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"HSPA1A"
"238","regulation of cell junction assembly (GO:1901888)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"APLNR"
"239","cellular lipid catabolic process (GO:0044242)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"MT3"
"240","cellular response to unfolded protein (GO:0034620)","1/27",0.0332282900970065,0.0644686560595986,0,0,31.9695512820513,108.83565874121,"HSPA1A"
"241","negative regulation of axonogenesis (GO:0050771)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"MT3"
"242","response to interferon-beta (GO:0035456)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"IFI16"
"243","negative regulation of oxidative stress-induced cell death (GO:1903202)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"HSPB1"
"244","regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"CD44"
"245","positive regulation of microtubule polymerization (GO:0031116)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"HSPA1A"
"246","regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"HSPA1A"
"247","leukocyte cell-cell adhesion (GO:0007159)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"ICAM1"
"248","cellular zinc ion homeostasis (GO:0006882)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"MT3"
"249","T cell activation involved in immune response (GO:0002286)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"ICAM1"
"250","ventricular septum morphogenesis (GO:0060412)","1/28",0.0344383846472215,0.0644686560595986,0,0,30.7839506172839,103.698308234667,"APLNR"
"251","establishment of endothelial barrier (GO:0061028)","1/29",0.0356470251349898,0.0654227755418636,0,0,29.6830357142857,98.9659001379511,"ICAM1"
"252","response to zinc ion (GO:0010043)","1/29",0.0356470251349898,0.0654227755418636,0,0,29.6830357142857,98.9659001379511,"MT3"
"253","positive regulation of leukocyte migration (GO:0002687)","1/29",0.0356470251349898,0.0654227755418636,0,0,29.6830357142857,98.9659001379511,"ICAM1"
"254","lipid catabolic process (GO:0016042)","1/29",0.0356470251349898,0.0654227755418636,0,0,29.6830357142857,98.9659001379511,"MT3"
"255","transition metal ion homeostasis (GO:0055076)","1/29",0.0356470251349898,0.0654227755418636,0,0,29.6830357142857,98.9659001379511,"MT3"
"256","respiratory tube development (GO:0030323)","1/30",0.0368542132262459,0.0671119524898173,0,0,28.6580459770115,94.5940578157239,"CHI3L1"
"257","zinc ion homeostasis (GO:0055069)","1/30",0.0368542132262459,0.0671119524898173,0,0,28.6580459770115,94.5940578157239,"MT3"
"258","'de novo' posttranslational protein folding (GO:0051084)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"HSPA1A"
"259","negative regulation of axon extension (GO:0030517)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"MT3"
"260","activation of protein kinase B activity (GO:0032148)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"MT3"
"261","aminoglycan catabolic process (GO:0006026)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"CHI3L1"
"262","positive regulation of leukocyte cell-cell adhesion (GO:1903039)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"CD44"
"263","negative regulation of response to biotic stimulus (GO:0002832)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"IFI16"
"264","negative regulation of response to DNA damage stimulus (GO:2001021)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"CD44"
"265","positive regulation of RNA splicing (GO:0033120)","1/31",0.0380599505912853,0.0672153089687605,0,0,27.7013888888889,90.5445579257637,"HSPA1A"
"266","negative regulation of developmental growth (GO:0048640)","1/32",0.0392642388923452,0.068058014080065,0,0,26.8064516129032,86.7843088994557,"MT3"
"267","regulation of cell morphogenesis (GO:0022604)","1/32",0.0392642388923452,0.068058014080065,0,0,26.8064516129032,86.7843088994557,"CD44"
"268","cellular response to topologically incorrect protein (GO:0035967)","1/32",0.0392642388923452,0.068058014080065,0,0,26.8064516129032,86.7843088994557,"HSPA1A"
"269","superoxide metabolic process (GO:0006801)","1/32",0.0392642388923452,0.068058014080065,0,0,26.8064516129032,86.7843088994557,"MT3"
"270","modulation by host of symbiont process (GO:0051851)","1/32",0.0392642388923452,0.068058014080065,0,0,26.8064516129032,86.7843088994557,"JUN"
"271","positive regulation of histone modification (GO:0031058)","1/33",0.0404670797978911,0.0693721367963847,0,0,25.9674479166667,83.2845252717618,"APLNR"
"272","signal transduction by p53 class mediator (GO:0072331)","1/33",0.0404670797978911,0.0693721367963847,0,0,25.9674479166667,83.2845252717618,"IFI16"
"273","vasculogenesis (GO:0001570)","1/33",0.0404670797978911,0.0693721367963847,0,0,25.9674479166667,83.2845252717618,"APLNR"
"274","positive regulation of calcium ion transport into cytosol (GO:0010524)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"APLNR"
"275","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"ICAM1"
"276","negative regulation of mitochondrion organization (GO:0010823)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"HSPA1A"
"277","cell-substrate junction assembly (GO:0007044)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"DST"
"278","cellular response to vascular endothelial growth factor stimulus (GO:0035924)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"HSPB1"
"279","positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)","1/34",0.041668474974439,0.0698955064087364,0,0,25.1792929292929,80.0200555972378,"APLNR"
"280","respiratory system development (GO:0060541)","1/35",0.0428684260822969,0.0706278269783667,0,0,24.4375,76.9688317310247,"CHI3L1"
"281","cellular response to amyloid-beta (GO:1904646)","1/35",0.0428684260822969,0.0706278269783667,0,0,24.4375,76.9688317310247,"ICAM1"
"282","lung development (GO:0030324)","1/35",0.0428684260822969,0.0706278269783667,0,0,24.4375,76.9688317310247,"CHI3L1"
"283","regulation of mitotic spindle organization (GO:0060236)","1/35",0.0428684260822969,0.0706278269783667,0,0,24.4375,76.9688317310247,"HSPA1A"
"284","regulation of gene expression (GO:0010468)","4/1079",0.0431337515744764,0.0706278269783667,0,0,3.34883720930233,10.5269006148575,"IFI16;APLNR;MT3;HSPA1A"
"285","regulation of protein phosphorylation (GO:0001932)","2/266",0.0432483394416172,0.0706278269783667,0,0,6.49242424242424,20.3913829524763,"HSPB1;MT3"
"286","positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"HSPA1A"
"287","axonal transport (GO:0098930)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"DST"
"288","retina homeostasis (GO:0001895)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"HSPB1"
"289","intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"IFI16"
"290","cellular response to heat (GO:0034605)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"HSPA1A"
"291","transition metal ion transport (GO:0000041)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"MT3"
"292","platelet aggregation (GO:0070527)","1/36",0.0440669347813741,0.0706278269783667,0,0,23.7380952380952,74.1114147449015,"HSPB1"
"293","anterograde axonal transport (GO:0008089)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"HSPB1"
"294","negative regulation of epithelial cell apoptotic process (GO:1904036)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"ICAM1"
"295","regulation of vascular associated smooth muscle cell proliferation (GO:1904705)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"JUN"
"296","regulation of erythrocyte differentiation (GO:0045646)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"HSPA1A"
"297","positive regulation of myeloid cell differentiation (GO:0045639)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"HSPA1A"
"298","regulation of p38MAPK cascade (GO:1900744)","1/37",0.0452640027356933,0.0710857492627667,0,0,23.0775462962963,71.4306183382445,"GADD45B"
"299","regulation of axon extension (GO:0030516)","1/38",0.0464596315903414,0.0722362378215275,0,0,22.4527027027027,68.9111948128124,"MT3"
"300","negative regulation of innate immune response (GO:0045824)","1/38",0.0464596315903414,0.0722362378215275,0,0,22.4527027027027,68.9111948128124,"IFI16"
"301","ventricular septum development (GO:0003281)","1/38",0.0464596315903414,0.0722362378215275,0,0,22.4527027027027,68.9111948128124,"APLNR"
"302","negative regulation of cellular metabolic process (GO:0031324)","1/39",0.0476538230195538,0.0731212759775448,0,0,21.8607456140351,66.5395718139106,"MT3"
"303","regulation of cellular component biogenesis (GO:0044087)","1/39",0.0476538230195538,0.0731212759775448,0,0,21.8607456140351,66.5395718139106,"GFAP"
"304","regulation of intracellular transport (GO:0032386)","1/39",0.0476538230195538,0.0731212759775448,0,0,21.8607456140351,66.5395718139106,"CRYAB"
"305","regulation of peptidyl-threonine phosphorylation (GO:0010799)","1/39",0.0476538230195538,0.0731212759775448,0,0,21.8607456140351,66.5395718139106,"CHI3L1"
"306","positive regulation of catalytic activity (GO:0043085)","1/40",0.048846578661385,0.0747065320703535,0,0,21.2991452991453,64.3036306319273,"MT3"
"307","positive regulation of programmed cell death (GO:0043068)","2/286",0.0492611230647176,0.0750951322289505,0,0,6.02908756889161,18.1512921462171,"JUN;GADD45B"
"308","regulation of transcription by RNA polymerase II (GO:0006357)","6/2206",0.0503465780560094,0.0765006445786116,0,0,2.55143540669856,7.62579297331372,"JUN;CEBPD;IFI16;FOS;JUNB;ETV6"
"309","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)","1/42",0.0512277892154369,0.0773374366220144,0,0,20.2581300813008,60.1964893234467,"ICAM1"
"310","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)","1/42",0.0512277892154369,0.0773374366220144,0,0,20.2581300813008,60.1964893234467,"ICAM1"
"311","heart looping (GO:0001947)","1/43",0.0524162474254505,0.0786243711381757,0,0,19.7748015873016,58.3067671785442,"APLNR"
"312","cellular response to glucose starvation (GO:0042149)","1/43",0.0524162474254505,0.0786243711381757,0,0,19.7748015873016,58.3067671785442,"IFI16"
"313","response to amyloid-beta (GO:1904645)","1/44",0.0536032764567531,0.0791366983651749,0,0,19.3139534883721,56.5154300690045,"ICAM1"
"314","homotypic cell-cell adhesion (GO:0034109)","1/44",0.0536032764567531,0.0791366983651749,0,0,19.3139534883721,56.5154300690045,"HSPB1"
"315","regulation of endothelial cell apoptotic process (GO:2000351)","1/44",0.0536032764567531,0.0791366983651749,0,0,19.3139534883721,56.5154300690045,"ICAM1"
"316","metal ion homeostasis (GO:0055065)","1/44",0.0536032764567531,0.0791366983651749,0,0,19.3139534883721,56.5154300690045,"MT3"
"317","mRNA catabolic process (GO:0006402)","1/44",0.0536032764567531,0.0791366983651749,0,0,19.3139534883721,56.5154300690045,"HSPA1A"
"318","positive regulation of chemotaxis (GO:0050921)","1/45",0.0547888779421461,0.0798791117661195,0,0,18.874053030303,54.8153094331426,"HSPB1"
"319","cellular response to radiation (GO:0071478)","1/45",0.0547888779421461,0.0798791117661195,0,0,18.874053030303,54.8153094331426,"IFI16"
"320","positive regulation of RNA metabolic process (GO:0051254)","1/45",0.0547888779421461,0.0798791117661195,0,0,18.874053030303,54.8153094331426,"HSPA1A"
"321","zymogen activation (GO:0031638)","1/45",0.0547888779421461,0.0798791117661195,0,0,18.874053030303,54.8153094331426,"IFI16"
"322","positive regulation of smooth muscle cell proliferation (GO:0048661)","1/46",0.0559730535406076,0.0813521399285849,0,0,18.4537037037037,53.1999035872492,"JUN"
"323","positive regulation of apoptotic process (GO:0043065)","2/310",0.0568547943063739,0.0818009684688609,0,0,5.55251270468662,15.9204683146509,"JUN;GADD45B"
"324","positive regulation of cell-cell adhesion (GO:0022409)","1/47",0.0571558048917041,0.0818009684688609,0,0,18.0516304347826,51.6633027563726,"CD44"
"325","positive regulation of neuron death (GO:1901216)","1/47",0.0571558048917041,0.0818009684688609,0,0,18.0516304347826,51.6633027563726,"FOS"
"326","determination of heart left/right asymmetry (GO:0061371)","1/47",0.0571558048917041,0.0818009684688609,0,0,18.0516304347826,51.6633027563726,"APLNR"
"327","embryonic heart tube morphogenesis (GO:0003143)","1/47",0.0571558048917041,0.0818009684688609,0,0,18.0516304347826,51.6633027563726,"APLNR"
"328","positive regulation of blood vessel endothelial cell migration (GO:0043536)","1/48",0.0583371336275198,0.0832371296880465,0,0,17.6666666666667,50.2001239137555,"HSPB1"
"329","negative regulation of cell projection organization (GO:0031345)","1/49",0.0595170414020209,0.0844059859883205,0,0,17.2977430555556,48.8054539815952,"MT3"
"330","RNA catabolic process (GO:0006401)","1/49",0.0595170414020209,0.0844059859883205,0,0,17.2977430555556,48.8054539815952,"HSPA1A"
"331","negative regulation of gene expression (GO:0010629)","2/322",0.0607980162691352,0.0859621498911036,0,0,5.34103260869565,14.9559494574154,"APLNR;HSPA1A"
"332","negative regulation of protein ubiquitination (GO:0031397)","1/51",0.0618726005630431,0.0866957397110903,0,0,16.6041666666667,46.2040465955535,"HSPA1A"
"333","intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)","1/51",0.0618726005630431,0.0866957397110903,0,0,16.6041666666667,46.2040465955535,"IFI16"
"334","negative regulation of transport (GO:0051051)","1/51",0.0618726005630431,0.0866957397110903,0,0,16.6041666666667,46.2040465955535,"CRYAB"
"335","regulation of release of sequestered calcium ion into cytosol (GO:0051279)","1/52",0.0630482552333339,0.0872975841692316,0,0,16.2777777777778,44.9894157045708,"APLNR"
"336","negative regulation of protein metabolic process (GO:0051248)","1/52",0.0630482552333339,0.0872975841692316,0,0,16.2777777777778,44.9894157045708,"CRYAB"
"337","negative regulation of protein-containing complex assembly (GO:0031333)","1/52",0.0630482552333339,0.0872975841692316,0,0,16.2777777777778,44.9894157045708,"CRYAB"
"338","myeloid cell differentiation (GO:0030099)","1/52",0.0630482552333339,0.0872975841692316,0,0,16.2777777777778,44.9894157045708,"IFI16"
"339","negative regulation of viral genome replication (GO:0045071)","1/54",0.0653953228992461,0.0900147385789623,0,0,15.6619496855346,42.7149064572122,"IFI16"
"340","cytoplasmic microtubule organization (GO:0031122)","1/54",0.0653953228992461,0.0900147385789623,0,0,15.6619496855346,42.7149064572122,"DST"
"341","regulation of blood vessel endothelial cell migration (GO:0043535)","1/55",0.0665667391581141,0.0910913272689983,0,0,15.3711419753086,41.6488814009702,"HSPB1"
"342","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","1/55",0.0665667391581141,0.0910913272689983,0,0,15.3711419753086,41.6488814009702,"HSPA1A"
"343","glycosaminoglycan catabolic process (GO:0006027)","1/56",0.0677367458617261,0.0918863682993849,0,0,15.0909090909091,40.6266358411004,"CD44"
"344","blood vessel morphogenesis (GO:0048514)","1/56",0.0677367458617261,0.0918863682993849,0,0,15.0909090909091,40.6266358411004,"APLNR"
"345","Rho protein signal transduction (GO:0007266)","1/56",0.0677367458617261,0.0918863682993849,0,0,15.0909090909091,40.6266358411004,"EPS8L2"
"346","positive regulation of multicellular organismal process (GO:0051240)","2/345",0.0686127515397031,0.0926658083247635,0,0,4.97705666117379,13.3349128378621,"IFI16;HILPDA"
"347","regulation of reactive oxygen species metabolic process (GO:2000377)","1/57",0.0689053446517472,0.0926658083247635,0,0,14.8206845238095,39.6456502324425,"MT3"
"348","cellular response to peptide (GO:1901653)","1/57",0.0689053446517472,0.0926658083247635,0,0,14.8206845238095,39.6456502324425,"ICAM1"
"349","regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)","1/58",0.0700725371329717,0.0936969925092307,0,0,14.5599415204678,38.703590774259,"HSPA1A"
"350","negative regulation of neuron projection development (GO:0010977)","1/58",0.0700725371329717,0.0936969925092307,0,0,14.5599415204678,38.703590774259,"MT3"
"351","supramolecular fiber organization (GO:0097435)","2/351",0.070704588419369,0.0942727845591587,0,0,4.88999626261368,12.9547972115112,"DST;GFAP"
"352","negative regulation of autophagy (GO:0010507)","1/59",0.071238324931138,0.0947145911016267,0,0,14.3081896551724,37.7982927857761,"MT3"
"353","regulation of DNA-templated transcription, initiation (GO:2000142)","1/61",0.0735656929646674,0.097531853562222,0,0,13.8298611111111,36.090080417129,"JUN"
"354","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","1/62",0.074727276437816,0.0985137052757687,0,0,13.6024590163934,35.2835559236265,"IFI16"
"355","negative regulation of kinase activity (GO:0033673)","1/62",0.074727276437816,0.0985137052757687,0,0,13.6024590163934,35.2835559236265,"HSPB1"
"356","regulation of innate immune response (GO:0045088)","1/64",0.0770462503405892,0.101285520110662,0,0,13.1693121693122,33.7575482326279,"IFI16"
"357","extracellular matrix disassembly (GO:0022617)","1/66",0.079359644289574,0.103743892534974,0,0,12.7628205128205,32.3379917232263,"CD44"
"358","cellular component disassembly (GO:0022411)","1/66",0.079359644289574,0.103743892534974,0,0,12.7628205128205,32.3379917232263,"CD44"
"359","regulation of viral genome replication (GO:0045069)","1/67",0.0805142527998035,0.104668528639744,0,0,12.5688131313131,31.6648755809028,"IFI16"
"360","vascular endothelial growth factor receptor signaling pathway (GO:0048010)","1/67",0.0805142527998035,0.104668528639744,0,0,12.5688131313131,31.6648755809028,"HSPB1"
"361","regulation of translational initiation (GO:0006446)","1/68",0.0816674711385058,0.105581150532654,0,0,12.3805970149254,31.0146274719982,"HSPB1"
