"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"907","regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"SCN3B;SCN2B"
"908","regulation of glucocorticoid receptor signaling pathway (GO:2000322)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"PER1;LMO3"
"909","regulation of inositol phosphate biosynthetic process (GO:0010919)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"PTK2B;SNCA"
"910","regulation of lens fiber cell differentiation (GO:1902746)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"SPRED3;SPRY1"
"911","regulation of MDA-5 signaling pathway (GO:0039533)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"ANKRD17;C1QBP"
"912","regulation of metallopeptidase activity (GO:1905048)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"DDRGK1;TIMP2"
"913","regulation of microtubule binding (GO:1904526)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"MAP2;GAS8"
"914","regulation of miRNA mediated inhibition of translation (GO:1905616)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"DDX6;TNRC6B"
"915","regulation of norepinephrine secretion (GO:0014061)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"HRH3;KCNB1"
"916","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"FBXW7;NONO"
"917","regulation of striated muscle cell differentiation (GO:0051153)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"MESP1;DMPK"
"918","regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"E2F3;SOD2"
"919","response to increased oxygen levels (GO:0036296)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"ATP6AP1;ATP6V0D1"
"920","ribonucleoprotein complex disassembly (GO:0032988)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"ZFAND1;KLC1"
"921","rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"TSC1;RAN"
"922","SA node cell action potential (GO:0086015)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"CACNA1D;SCN3B"
"923","SMAD protein complex assembly (GO:0007183)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"FKBP1A;SMAD4"
"924","synaptic transmission, dopaminergic (GO:0001963)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"CRH;SNCA"
"925","synaptic vesicle docking (GO:0016081)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"SNAP25;UNC13A"
"926","tRNA threonylcarbamoyladenosine metabolic process (GO:0070525)","2/7",0.135114065525745,0.631359137721274,0,0,3.85609366684407,7.71849562326634,"LAGE3;OSGEP"
"927","Fc-gamma receptor signaling pathway (GO:0038094)","10/72",0.136128939881375,0.632357211143556,0,0,1.55661109291219,3.10412029944732,"HSP90AA1;HSP90AB1;ARPC2;WIPF2;MAPK1;RAC1;ACTB;PTK2;ACTG1;MAPK3"
"928","interleukin-12-mediated signaling pathway (GO:0035722)","7/46",0.136917462361949,0.632357211143556,0,0,1.73165859398517,3.44319011878176,"ARF1;CFL1;SNRPA1;MIF;TYK2;SOD2;PPIA"
"929","regulation of fibroblast proliferation (GO:0048145)","7/46",0.136917462361949,0.632357211143556,0,0,1.73165859398517,3.44319011878176,"CDK6;GSTP1;FTH1;NF1;PDGFA;CTNNB1;MIF"
"930","spliceosomal complex assembly (GO:0000245)","7/46",0.136917462361949,0.632357211143556,0,0,1.73165859398517,3.44319011878176,"SRPK2;CELF1;CELF2;CELF5;LUC7L;LUC7L3;SRSF10"
"931","axonogenesis (GO:0007409)","28/240",0.137351170747155,0.632357211143556,0,0,1.27634941807777,2.5338271710057,"ROBO2;APP;RAB3A;HSP90AB1;NRXN3;ACTB;RPS6KA5;SLITRK2;KIF5C;GPC1;BSG;NPTN;TNR;MAPK1;APBB1;MAPK3;NTNG1;HSP90AA1;UNC5A;DCC;LMTK2;PTK2;RAB10;SLC9A6;FEZ1;ADGRB1;EVL;CNTN4"
"932","positive regulation of cell motility (GO:2000147)","26/221",0.138151682115668,0.632357211143556,0,0,1.28833782569632,2.55013982377505,"CCDC25;PDGFA;TWIST1;NEDD9;MYLK;ACTG1;DUOX1;PDCD10;DDRGK1;AKT2;SPOCK2;PTK2B;DRD1;MAP4K4;INSR;NTRK3;RDX;LAMB1;ACTN4;SOD2;PTK2;ADAM17;NUMB;ITGA6;PHPT1;BCAR1"
"933","histone H3-K4 trimethylation (GO:0080182)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"KMT2A;WDR82;WDR61"
"934","membrane repolarization during action potential (GO:0086011)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"YWHAE;ATP1A1;ATP1B1"
"935","negative regulation of cyclase activity (GO:0031280)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"GRM3;GABBR2;GNAI3"
"936","negative regulation of neuroinflammatory response (GO:0150079)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"NR1D1;LDLR;CD200"
"937","ovarian follicle development (GO:0001541)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"CEBPB;INHA;ZNF830"
"938","positive regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0035774)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"C2CD2L;GPLD1;BAIAP3"
"939","positive regulation of long-term synaptic potentiation (GO:1900273)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"APP;ADCY1;SHISA7"
"940","positive regulation of macrophage chemotaxis (GO:0010759)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"MAPK1;PTK2;MAPK3"
"941","positive regulation of potassium ion transmembrane transporter activity (GO:1901018)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"GAL;ATP1B2;ATP1B1"
"942","positive regulation of protein-containing complex disassembly (GO:0043243)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"UVRAG;INSR;GBA"
"943","regulation of cAMP-dependent protein kinase activity (GO:2000479)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"PRKAR1B;PRKAR2B;PKIA"
"944","regulation of fatty acid beta-oxidation (GO:0031998)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"AKT2;TWIST1;LONP2"
"945","regulation of trophoblast cell migration (GO:1901163)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"C1QBP;CALR;ACVR1B"
"946","relaxation of muscle (GO:0090075)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"ATP1A1;ATP1B1;SLC8A1"
"947","retinal metabolic process (GO:0042574)","3/14",0.138396644084342,0.632357211143556,0,0,2.62968341562591,5.20054471579454,"RDH11;BCO2;RDH13"
"948","negative regulation of protein modification by small protein conjugation or removal (GO:1903321)","8/55",0.141438941692437,0.644217158634919,0,0,1.64233054264975,3.21221322494855,"DNAJA1;PRR7;ADGRB1;CHP1;CTNNB1;VPS28;HSPA1B;HSPA1A"
"949","protein sumoylation (GO:0016925)","8/55",0.141438941692437,0.644217158634919,0,0,1.64233054264975,3.21221322494855,"RNF212;ZNF451;POM121C;SUMO3;NUP50;SUMO2;RANGAP1;PIAS2"
"950","protein targeting to mitochondrion (GO:0006626)","8/55",0.141438941692437,0.644217158634919,0,0,1.64233054264975,3.21221322494855,"TIMM8B;NDUFA13;HSP90AA1;TOMM7;ROMO1;TOMM20;TOMM40L;SLC25A6"
"951","positive regulation of insulin secretion (GO:0032024)","6/38",0.1422261846421,0.646190692395189,0,0,1.8087,3.52757387901001,"BAD;TM7SF3;AACS;C2CD2L;GPLD1;BAIAP3"
"952","positive regulation of signaling (GO:0023056)","6/38",0.1422261846421,0.646190692395189,0,0,1.8087,3.52757387901001,"RIMS2;NSF;CLSTN2;HOMER1;CLSTN1;SNCA"
"953","negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)","9/64",0.144018682756959,0.646190692395189,0,0,1.57902097902098,3.05984619055472,"DNAJA1;NDUFA13;HSPB1;ARHGEF2;SOD2;CLU;PPIA;TPT1;HSPA1A"
"954","antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","13/100",0.144370919823176,0.646190692395189,0,0,1.44241797730685,2.79161170049384,"DYNC1I2;ARF1;CLTA;KLC1;DYNLL1;DYNLL2;KLC2;CANX;CAPZA2;AP2S1;KIF3C;CTSD;SH3GL2"
"955","positive regulation of transport (GO:0051050)","12/91",0.145225714508386,0.646190692395189,0,0,1.46616006664364,2.8289061385874,"CLIP3;KMT2A;CALY;AKT2;FLOT1;HIP1R;CHP1;CHCHD10;CALR;ACTB;GPLD1;SNCA"
"956","negative regulation of cell adhesion (GO:0007162)","10/73",0.14527031570422,0.646190692395189,0,0,1.53181814325588,2.95512079706257,"DMTN;ARHGDIG;PLXNA2;PLXNA1;ITGB1BP1;SPINT2;PLXNA4;PTK2;JAM3;PLXNA3"
"957","neurotransmitter transport (GO:0006836)","10/73",0.14527031570422,0.646190692395189,0,0,1.53181814325588,2.95512079706257,"SNAP25;RAB3A;UNC13A;HRH3;NRXN2;APBA1;LIN7C;SYN2;SYN1;VAMP2"
"958","regulation of gene expression, epigenetic (GO:0040029)","11/82",0.145585601691178,0.646190692395189,0,0,1.49527754763877,2.88138643301412,"HDAC4;KAT2A;TAF1D;WBP2;TDG;DNMT3A;MTF2;POLR2E;ACTB;CGGBP1;POLR2L"
"959","cellular component assembly (GO:0022607)","30/261",0.145623644999565,0.646190692395189,0,0,1.25506044468767,2.41816230866254,"RTN3;ARL6IP1;KMT2A;PDGFA;NEDD9;IL1RAP;SPG7;ACTB;ACTG1;ADD2;SYCE1;PPP2R1A;PDCD10;CALD1;CFAP46;PTK2B;RAC1;DNM1L;GPM6B;MAGI1;NLGN4Y;DMTN;CHCHD10;TTLL3;CAPZA2;DCX;MDM4;MNAT1;GAS8;VAMP2"
"960","histone H3-K4 methylation (GO:0051568)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"KMT2A;WDR82;KMT2C;KMT2B;WDR61"
"961","ion homeostasis (GO:0050801)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"UNC80;SLC4A8;SLC30A3;WNK2;AP3D1"
"962","maintenance of blood-brain barrier (GO:0035633)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"SLC12A2;ACTB;VCL;ACTG1;JAM3"
"963","positive regulation of phosphate metabolic process (GO:0045937)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"APP;PTGES3;ITGA6;MIF;SNCA"
"964","regulation of cation transmembrane transport (GO:1904062)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"HOMER1;KCNIP3;SLMAP;CACNA1D;KCNN2"
"965","regulation of long-term synaptic potentiation (GO:1900271)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"APP;ARC;CALB1;ADCY1;SHISA7"
"966","synaptic vesicle cycle (GO:0099504)","5/30",0.146063758129719,0.646190692395189,0,0,1.92899786780384,3.71083644866113,"SNAP25;RAB3A;SYT7;VAMP2;SNCA"
"967","cellular response to nerve growth factor stimulus (GO:1990090)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"NTRK3;MAGI2;MAPT;SH3GL2"
"968","cellular response to osmotic stress (GO:0071470)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"ZFAND1;ARHGEF2;SCN2A;MYLK"
"969","error-free translesion synthesis (GO:0070987)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"UBB;UBC;RPA1;RPS27A"
"970","membrane protein intracellular domain proteolysis (GO:0031293)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"MBTPS1;ADAM17;HM13;SPPL2B"
"971","microglial cell activation (GO:0001774)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"APP;MAPT;CLU;SNCA"
"972","negative regulation of DNA recombination at telomere (GO:0048239)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"ATRX;POLR2E;TERF2IP;POLR2L"
"973","negative regulation of myeloid cell differentiation (GO:0045638)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"CDK6;ZBTB16;PTK2B;WDR61"
"974","positive regulation of axon extension (GO:0045773)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"MACF1;GOLGA4;MAPT;MEGF8"
"975","positive regulation of dendritic spine development (GO:0060999)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"CUX2;DLG5;CAPRIN2;DHX36"
"976","positive regulation of neutrophil migration (GO:1902624)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"C1QBP;ADAM8;RAC1;DNM1L"
"977","regulation of chromosome organization (GO:0033044)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"CENPV;YLPM1;TERF2IP;MAPT"
"978","regulation of DNA recombination at telomere (GO:0072695)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"ATRX;POLR2E;TERF2IP;POLR2L"
"979","regulation of membrane protein ectodomain proteolysis (GO:0051043)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"TIMP2;ADAM8;GPLD1;PTPN3"
"980","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"VPS4A;UBAP1L;VPS36;VPS28"
"981","zinc ion transmembrane transport (GO:0071577)","4/22",0.146501749304294,0.646190692395189,0,0,2.14301781803114,4.11613270444007,"SLC30A3;SLC39A10;SLC39A13;SLC39A3"
"982","mitochondrion organization (GO:0007005)","21/175",0.146928103142974,0.647411305804123,0,0,1.31708211143695,2.5259157546442,"MEF2A;TIMM8B;GBA;CHCHD10;COX7A2;SPG7;ATAD3B;TFB1M;TOMM20;DNM1;DNM3;SUPV3L1;RHOT2;HAX1;MSTO1;MFN1;TOMM7;YME1L1;MPV17;DNM1L;SLC25A6"
"983","determination of heart left/right asymmetry (GO:0061371)","7/47",0.148644812262487,0.652980814883025,0,0,1.68827374599787,3.218180035438,"MESP1;AHI1;MEF2C;DNAAF1;MICAL2;TBR1;MEGF8"
"984","embryonic heart tube morphogenesis (GO:0003143)","7/47",0.148644812262487,0.652980814883025,0,0,1.68827374599787,3.218180035438,"MESP1;AHI1;MEF2C;DNAAF1;MICAL2;TBR1;MEGF8"
"985","glycosphingolipid metabolic process (GO:0006687)","7/47",0.148644812262487,0.652980814883025,0,0,1.68827374599787,3.218180035438,"SMPD3;GBA;HEXA;PSAP;ST8SIA5;GBA2;ST6GALNAC5"
"986","neutrophil mediated immunity (GO:0002446)","53/488",0.150095636478051,0.658685414848404,0,0,1.17866646545436,2.23532045652902,"SNAP25;RAB3A;HSP90AB1;ATP8A1;SRP14;PSMD7;FTH1;NAPRT;TIMP2;CPNE1;RAC1;B2M;CTSD;CD53;HGSNAT;HSP90AA1;NHLRC3;PGAM1;TUBB;HLA-B;NDUFC2;MIF;SCAMP1;DYNLL1;ATAD3B;ADAM17;PKM;CAT;CHI3L1;ADAM8;ALDOA;PPIA;VAMP2;KPNB1;VCL;FTL;KMT2E;CSTB;GSTP1;UBR4;PSAP;MAPK1;TUBB4B;EEF2;RAB10;PTPRB;NFASC;FABP5;TOLLIP;LAMTOR1;NIT2;HSPA1B;HSPA1A"
"987","glycosaminoglycan catabolic process (GO:0006027)","8/56",0.152281981847689,0.666252917547979,0,0,1.60802633920626,3.02633987450047,"HGSNAT;VCAN;GPC1;HEXA;CHP1;IDS;PRELP;AGRN"
"988","mitochondrial transport (GO:0006839)","8/56",0.152281981847689,0.666252917547979,0,0,1.60802633920626,3.02633987450047,"TIMM8B;HSP90AA1;BAD;COX18;TOMM7;SPG7;TOMM20;SLC25A6"
"989","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","8/56",0.152281981847689,0.666252917547979,0,0,1.60802633920626,3.02633987450047,"YWHAE;UBL5;FBXW7;BAD;TOMM7;YWHAG;UBE2L3;YWHAH"
"990","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","36/321",0.153054734958357,0.668957412287689,0,0,1.22098416773641,2.29173804877829,"UBR3;AGAP3;PSMD8;ANKRD9;DNAJB2;FBXL20;TRIM9;UCHL1;PSMD7;RMND5A;RNF216;UBB;HECTD3;UBC;SEC61B;RPS27A;RNF175;SKP1;UBQLN2;NHLRC3;UBE2B;FBXW7;RHBDD2;FEM1B;FBXO2;TMUB1;FBXL15;TMUB2;KLHL42;RBX1;NEMF;CDC16;CTNNB1;STUB1;FBXL2;RNF187"
"991","Fc receptor mediated stimulatory signaling pathway (GO:0002431)","10/74",0.154718190219832,0.671375921315401,0,0,1.50779997327632,2.81378083641196,"HSP90AA1;HSP90AB1;ARPC2;WIPF2;MAPK1;RAC1;ACTB;PTK2;ACTG1;MAPK3"
"992","nucleotide-excision repair, DNA incision (GO:0033683)","6/39",0.155568028120121,0.671375921315401,0,0,1.75379393939394,3.26323556294395,"UBB;UBC;RPA1;GTF2H2;RPS27A;RBX1"
"993","vesicle cytoskeletal trafficking (GO:0099518)","6/39",0.155568028120121,0.671375921315401,0,0,1.75379393939394,3.26323556294395,"SYT4;MYO6;ACTN4;MYO19;TANC2;PAFAH1B1"
"994","cellular response to interleukin-12 (GO:0071349)","7/48",0.160825733447835,0.671375921315401,0,0,1.64700523205872,3.00979319645489,"ARF1;CFL1;SNRPA1;MIF;TYK2;SOD2;PPIA"
"995","myelination (GO:0042552)","7/48",0.160825733447835,0.671375921315401,0,0,1.64700523205872,3.00979319645489,"ARHGEF10;NFASC;GPC1;NF1;TPPP;SCN2A;SBF2"
"996","negative regulation of mitotic cell cycle (GO:0045930)","7/48",0.160825733447835,0.671375921315401,0,0,1.64700523205872,3.00979319645489,"CDKN1C;BTG1;BRINP1;CTNNB1;AURKAIP1;CHFR;PTPN3"
"997","phosphatidic acid biosynthetic process (GO:0006654)","7/48",0.160825733447835,0.671375921315401,0,0,1.64700523205872,3.00979319645489,"GNPAT;DGKQ;ABHD8;DDHD1;LCLAT1;AGPAT3;DGKH"
"998","regulation of protein metabolic process (GO:0051246)","7/48",0.160825733447835,0.671375921315401,0,0,1.64700523205872,3.00979319645489,"FKBP1A;APP;MTPN;HSP90AB1;GBA;GSAP;LDLR"
"999","cardiac muscle cell action potential involved in contraction (GO:0086002)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"CACNA1D;ATP1A1;CACNA1C;SCN3B;SCN2B"
"1000","negative regulation of DNA binding (GO:0043392)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"NFKBIA;JUN;SUMO3;CPNE1;RSF1"
"1001","positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"DDRGK1;FBXW7;GBA;CLU;PTK2"
"1002","positive regulation of ubiquitin-protein transferase activity (GO:0051443)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"FBXW7;PIN1;RPS2;UBE2L3;SKP1"
"1003","regulation of cellular component size (GO:0032535)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"RAB3B;MTPN;RDX;ATP13A2;RAC1"
"1004","regulation of potassium ion transport (GO:0043266)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"KCNIP3;PTK2B;CACNA1D;KCNN2;DRD1"
"1005","renal water homeostasis (GO:0003091)","5/31",0.161528081863995,0.671375921315401,0,0,1.85470313268821,3.38126526895805,"PRKAR1B;PRKAR2B;ADCY2;ADCY1;PRKACB"
"1006","acute-phase response (GO:0006953)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"ITIH4;CEBPB;APOL2"
"1007","anterograde synaptic vesicle transport (GO:0048490)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"BLOC1S1;AP3D1;AP3S1"
"1008","electron transport chain (GO:0022900)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"ETFDH;ETFB;CYB561"
"1009","endoplasmic reticulum tubular network organization (GO:0071786)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"RAB10;RTN3;ARL6IP1"
"1010","establishment of spindle localization (GO:0051293)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"CFL1;MAP4;KPNB1"
"1011","glycogen catabolic process (GO:0005980)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"PHKG1;RB1CC1;CALM1"
"1012","GTP metabolic process (GO:0046039)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"GNAI3;MFN1;RAN"
"1013","histone H3 deacetylation (GO:0070932)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"HDAC4;PER1;SFPQ"
"1014","interleukin-27-mediated signaling pathway (GO:0070106)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"CANX;TYK2;IL6ST"
"1015","negative regulation of cellular component movement (GO:0051271)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"ACTN1;PIN1;SPINT2"
"1016","phosphatidylethanolamine biosynthetic process (GO:0006646)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"CHKA;ETNK1;LPIN1"
"1017","photoreceptor cell development (GO:0042461)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"AHI1;DCX;RORB"
"1018","positive regulation of exosomal secretion (GO:1903543)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"SMPD3;VPS4A;ATP13A2"
"1019","positive regulation of lyase activity (GO:0051349)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"NF1;CACNA1D;CACNA1C"
"1020","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"TNRC6C;DHX36;TNRC6B"
"1021","positive regulation of pattern recognition receptor signaling pathway (GO:0062208)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"ANKRD17;USP15;PUM1"
"1022","protein kinase A signaling (GO:0010737)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"GAL;RDX;PRKACB"
"1023","regulation of establishment of protein localization (GO:0070201)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"DNAJA1;CEP295;CTSD"
"1024","regulation of macrophage differentiation (GO:0045649)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"ID2;INHA;PTPN2"
"1025","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"TNRC6C;DHX36;TNRC6B"
"1026","regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"TNRC6C;TNRC6A;TNRC6B"
"1027","regulation of triglyceride biosynthetic process (GO:0010866)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"FBXW7;LDLR;GPLD1"
"1028","response to muscle stretch (GO:0035994)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"CTNNB1;PTK2;SLC8A1"
"1029","synaptic vesicle transport along microtubule (GO:0099517)","3/15",0.16153716111076,0.671375921315401,0,0,2.41041001064963,4.39422580954572,"BLOC1S1;AP3D1;AP3S1"
"1030","inorganic cation transmembrane transport (GO:0098662)","31/274",0.161675553887387,0.671375921315401,0,0,1.23269046824602,2.24616383163031,"CACNA1A;ATP1A3;CACNA1D;CACNA1C;ATP1A1;PKD1;SLC8A1;SLC25A27;KCNN2;KCNN3;SCN3B;TRPM3;SLC39A3;ATP6V1F;SLC12A2;KCNH3;SLC30A3;KCNB1;ABCC8;KCNK12;SLC39A13;TRPV1;ATP1B1;FKBP1A;SLC4A8;SCNN1D;SLC9A6;ATP6V0D1;SCN2A;KCNK1;SCN2B"
"1031","positive regulation of hydrolase activity (GO:0051345)","18/149",0.162208470060884,0.671375921315401,0,0,1.3266954309105,2.41309039078776,"NDUFA13;MTCL1;RASGRF1;THY1;ADCYAP1;FLCN;PSAP;SGSM2;NF1;PIN1;CALM3;ITGA6;CALM1;ARHGEF7;AGRN;CALM2;CD200;MAP4K4"
"1032","cellular response to peptide (GO:1901653)","8/57",0.163510255177503,0.671375921315401,0,0,1.5751223073319,2.85235680315482,"APP;PRNP;GRIN2A;RPL23;ATP1A3;CACNA1A;ARHGEF2;GRIN1"
"1033","positive regulation of gene expression, epigenetic (GO:0045815)","8/57",0.163510255177503,0.671375921315401,0,0,1.5751223073319,2.85235680315482,"KAT2A;TAF1D;WBP2;POLR2E;ARID1A;ARID1B;ACTB;POLR2L"
"1034","DNA catabolic process, endonucleolytic (GO:0000737)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"DICER1;EXOG;REXO4;KPNB1"
"1035","ERK1 and ERK2 cascade (GO:0070371)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"MAP2K1;MAPK1;MT3;MAPK3"
"1036","negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"RNF157;APLP1;STMN1;SNCA"
"1037","negative regulation of phosphoprotein phosphatase activity (GO:0032515)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"FKBP1A;BOD1L1;PPP1R1B;STYXL1"
"1038","negative regulation of smoothened signaling pathway (GO:0045879)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"PTCH1;GPR161;PTCH2;MEGF8"
"1039","peptidyl-L-cysteine S-palmitoylation (GO:0018230)","4/23",0.164949565439307,0.671375921315401,0,0,2.03011524549253,3.65850218278556,"CLIP3;ZDHHC11;ZDHHC22;ZDHHC11B"
