"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"907","cellular response to cadmium ion (GO:0071276)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"JUN;MAPK1;FOS;MT3;MAPK3"
"908","dendritic spine organization (GO:0097061)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"PRNP;ARF1;ARC;INSR;PAK3"
"909","modulation of excitatory postsynaptic potential (GO:0098815)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"RIMS2;APP;CUX2;PTK2B;GRIN1"
"910","monovalent inorganic cation homeostasis (GO:0055067)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"SLC12A2;CLCN3;SLC26A4;PDK2;SLC12A8"
"911","negative regulation of insulin receptor signaling pathway (GO:0046627)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"PTPRE;PRKCB;TSC2;PIP4K2C;PTPN2"
"912","positive regulation of gene silencing by miRNA (GO:2000637)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"BMP4;DDX6;MAP2K1;PUM1;TNRC6B"
"913","positive regulation of muscle cell differentiation (GO:0051149)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"MEF2A;MESP1;RBM4;MEF2C;CTNNB1"
"914","positive regulation of nitric oxide biosynthetic process (GO:0045429)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"HSP90AA1;HSP90AB1;DDAH1;INSR;CLU"
"915","protein export from nucleus (GO:0006611)","5/27",0.141124575716343,0.680995611223068,0,0,1.96881734617584,3.8551653890664,"XPO6;CHP1;CALR;PKD1;RAN"
"916","positive regulation of transcription, DNA-templated (GO:0045893)","134/1183",0.141266922912989,0.680995611223068,0,0,1.11255694892477,2.17738977501166,"ZNF451;APP;TCERG1;PRDM2;RORB;ELK1;HMGN5;RPS6KA5;POGZ;NFATC2IP;DPF2;MEF2A;MEF2C;MAP2K1;MLIP;SMARCC2;ANKRD49;THOC1;PTOV1;POU3F2;ADCYAP1;PHIP;KMT2E;ENY2;KMT2A;KMT2C;KMT2B;PRDM15;TWIST1;XPC;NPAS2;ZNF827;UBB;DEAF1;DDRGK1;PCBP1;MYO6;DHX36;UBC;PPARGC1B;AKIRIN2;SMAD1;JUN;SMAD4;JUND;POU2F1;ZBTB16;CHCHD10;NR1D2;NR1D1;POU2F2;MT3;BMP4;NFKBIA;MLLT10;AHI1;NR4A1;ID2;CAPRIN2;PIN1;RNF187;CDKN1C;KDM5A;MESP1;CSRNP3;ONECUT2;THRA;CHD8;MED19;ZC3H8;RSF1;PKD1;WDR43;MYDGF;FLCN;MED14;DBP;MED10;MLX;YWHAH;PPP1R12A;PEG3;ATRX;ETV1;EDF1;FOS;ARID1A;ARID1B;ETV5;TAF6L;SFPQ;KAT2A;ZEB2;HAX1;GAL;MTF2;ITGA6;MAPRE3;ITGB1BP1;ARHGEF2;TRIM56;HDAC4;CEBPB;NFIX;SMARCD3;HLF;PLAG1;WBP2;ASCL1;LAGE3;CAMKK2;CAND2;NSD1;E2F3;APBB1;RPS27A;MEF2D;MAPK3;MAP3K2;MLXIP;SPAG8;PCGF5;MEIS3;USF1;GRIN1;PER1;KLF6;PITHD1;CTNNB1;AGRN;LPIN1;SSBP2;SSBP3;ZPR1"
"917","regulation of cellular macromolecule biosynthetic process (GO:2000112)","56/468",0.141304411585441,0.680995611223068,0,0,1.18096008629989,2.31094848076633,"ZNF331;APP;BTG1;HDAC10;EHMT2;NUCKS1;PRDM2;RORB;CHD3;RPL6;ELAVL2;UBE2L3;RBM3;HMGN5;RPS6KA5;PPP2R1A;MLX;WWC3;FADS1;HES6;MEF2C;ATRX;EDF1;TSC1;REXO4;TAF6L;SFPQ;MTF2;TERF2IP;ANKRD17;MTPN;CEBPB;RPL10;ZNF195;PLAG1;DDX25;PDGFA;BAZ2A;ACVR1B;NSD1;RBBP6;APBB1;SRSF10;APBB3;PPARGC1B;CDK11A;INSR;NONO;POU6F2;NR1D2;PUM3;CCDC88A;GON4L;BHLHE40;CALR;SSBP2"
"918","negative regulation of G2/M transition of mitotic cell cycle (GO:0010972)","10/66",0.141395010107719,0.680995611223068,0,0,1.54773451572676,3.02767487838807,"PSMD8;PSMD6;PSMD12;PSMD7;INTS3;VPS4A;NABP2;CHFR;SKP1;RBX1"
"919","positive regulation of cell death (GO:0010942)","10/66",0.141395010107719,0.680995611223068,0,0,1.54773451572676,3.02767487838807,"BMP4;PRNP;PRR7;CELF1;FOS;MAPT;CLU;GRIN2B;MT3;SNCA"
"920","regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)","9/58",0.14181279291912,0.680995611223068,0,0,1.59180705728729,3.10919307698076,"CLIP3;ADAM17;SPPL2B;GSTP1;CPNE1;CCDC3;HSPA1B;PTPN2;HSPA1A"
"921","mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)","14/99",0.142419324011881,0.680995611223068,0,0,1.42801120448179,2.78316468737145,"CPSF4;POM121;NUP210;DDX25;THOC1;U2AF1;THOC2;CDC40;ALKBH5;POM121C;U2AF2;NUP50;RNPS1;SLU7"
"922","regulation of cell adhesion (GO:0030155)","18/133",0.144530155510914,0.680995611223068,0,0,1.35741077854452,2.62559501629382,"PPP1R12A;DSCAM;ARHGDIG;CHRD;PRKCA;PTK2;EPB41L4B;FLCN;PPP2R1A;C1QBP;PLXNA2;PLXNA1;PTK2B;ADAM8;ITGB1BP1;STX3;PLXNA4;PLXNA3"
"923","transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)","18/133",0.144530155510914,0.680995611223068,0,0,1.35741077854452,2.62559501629382,"SMAD1;JUN;SMAD4;USP15;USP9Y;FOS;ACVR1B;PTK2;BMP4;FKBP1A;TGFBR3L;UBB;UBC;ZYX;STUB1;RPS27A;MEGF8;MAPK3"
"924","atrial cardiac muscle cell action potential (GO:0086014)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"KCNN2;CACNA1C;SCN3B"
"925","cellular component maintenance (GO:0043954)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"SUPV3L1;PRNP;INSR"
"926","central nervous system neuron axonogenesis (GO:0021955)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"HSP90AA1;HSP90AB1;MYCBP2"
"927","central nervous system projection neuron axonogenesis (GO:0021952)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"SZT2;MYCBP2;PAFAH1B1"
"928","chondroitin sulfate catabolic process (GO:0030207)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"VCAN;HEXA;IDS"
"929","detection of calcium ion (GO:0005513)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"CALM3;CALM1;CALM2"
"930","entry into host (GO:0044409)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"CTNND1;CTNNB1;PPIA"
"931","Golgi ribbon formation (GO:0090161)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"STX16;GCC2;VAMP4"
"932","muscle tissue development (GO:0060537)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"BMP4;PTCH1;NF1"
"933","myelination in peripheral nervous system (GO:0022011)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"ARHGEF10;NF1;DICER1"
"934","negative regulation of adenylate cyclase activity (GO:0007194)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"GRM3;GABBR2;GNAI3"
"935","negative regulation of cell morphogenesis involved in differentiation (GO:0010771)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"DMTN;ITGB1BP1;ACTN4"
"936","negative regulation of cellular senescence (GO:2000773)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"MAP3K3;CDK6;TWIST1"
"937","negative regulation of locomotion (GO:0040013)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"PIN1;SPINT2;PTPN2"
"938","negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"DMTN;ITGB1BP1;ACTN4"
"939","plasma membrane repair (GO:0001778)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"RAB3A;AHNAK2;SYT7"
"940","polyamine metabolic process (GO:0006595)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"HDAC10;SAT2;SAT1"
"941","positive regulation of calcium ion-dependent exocytosis (GO:0045956)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"SCAMP5;SYT4;KCNB1"
"942","positive regulation of cellular carbohydrate metabolic process (GO:0010676)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"AKT2;GPLD1;SNCA"
"943","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"TNRC6C;TNRC6A;TNRC6B"
"944","positive regulation of protein acetylation (GO:1901985)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"FAM161A;CEP295;TERF2IP"
"945","positive regulation of protein localization to cell surface (GO:2000010)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"RIC3;HSP90AB1;STX3"
"946","pteridine-containing compound metabolic process (GO:0042558)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"HSP90AA1;SPR;CALM1"
"947","regulation of autophagosome maturation (GO:1901096)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"RUBCN;UVRAG;UBQLN4"
"948","regulation of protein acetylation (GO:1901983)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"FAM161A;CEP295;TERF2IP"
"949","regulation of protein exit from endoplasmic reticulum (GO:0070861)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"SEC16B;GCC2;SORL1"
"950","spinal cord development (GO:0021510)","3/13",0.14476299634413,0.680995611223068,0,0,2.59806669888835,5.02117278401174,"NF1;PKD1;ZPR1"
"951","positive regulation of supramolecular fiber organization (GO:1902905)","13/91",0.145140457188009,0.682053315639549,0,0,1.44487615347256,2.78868803889957,"APP;ARL2;CLU;CLIP1;PAK1;CTTN;NAV3;PTK2B;EVL;RAC1;MAPT;SYNPO;PFN1"
"952","insulin secretion (GO:0030073)","4/20",0.14606377407721,0.682802307898588,0,0,2.16537717601547,4.16556193654716,"RIMS2;ADCYAP1;GAL;CAMK2G"
"953","positive regulation of cyclin-dependent protein kinase activity (GO:1904031)","4/20",0.14606377407721,0.682802307898588,0,0,2.16537717601547,4.16556193654716,"ADAM17;HSP90AB1;MAPRE3;PKD1"
"954","post-transcriptional gene silencing by RNA (GO:0035194)","4/20",0.14606377407721,0.682802307898588,0,0,2.16537717601547,4.16556193654716,"TNRC6C;CELF1;TNRC6A;TNRC6B"
"955","regulation of granulocyte chemotaxis (GO:0071622)","4/20",0.14606377407721,0.682802307898588,0,0,2.16537717601547,4.16556193654716,"MAPK1;PTK2;JAM3;MAPK3"
"956","regulation of smooth muscle cell migration (GO:0014910)","4/20",0.14606377407721,0.682802307898588,0,0,2.16537717601547,4.16556193654716,"NRP1;IGFBP3;PDGFA;SORL1"
"957","positive regulation of transcription by RNA polymerase II (GO:0045944)","104/908",0.146828553594806,0.683128716463274,0,0,1.12553088217449,2.15931937627687,"ZNF451;APP;TCERG1;PRDM2;RORB;ELK1;RPS6KA5;POGZ;NFATC2IP;DPF2;MEF2A;MEF2C;MLIP;PTOV1;POU3F2;ADCYAP1;PHIP;KMT2A;KMT2C;PRDM15;TWIST1;NPAS2;ZNF827;UBB;DDRGK1;PCBP1;MYO6;DHX36;UBC;PPARGC1B;AKIRIN2;SMAD1;JUN;SMAD4;JUND;POU2F1;MICAL2;NR1D2;NR1D1;POU2F2;BMP4;NFKBIA;MLLT10;AHI1;NR4A1;CAPRIN2;PIN1;MESP1;CSRNP3;ONECUT2;THRA;CHD8;MED19;RSF1;PKD1;MYDGF;FLCN;MED14;DBP;MED10;MLX;PPP1R12A;PEG3;ATRX;ETV1;FOS;ETV5;TAF6L;SFPQ;KAT2A;ZEB2;HAX1;GAL;MTF2;ITGA6;ITGB1BP1;ARHGEF2;HDAC4;CEBPB;NFIX;SMARCD3;HLF;PLAG1;WBP2;ASCL1;LAGE3;E2F3;APBB1;RPS27A;MEF2D;MAPK3;MLXIP;SPAG8;PCGF5;MEIS3;USF1;GRIN1;PER1;KLF6;CTNNB1;AGRN;LPIN1;SSBP2;SSBP3"
"958","protein targeting (GO:0006605)","17/125",0.148185041216916,0.683128716463274,0,0,1.36496350364964,2.60611595572834,"TIMM8B;RTP5;VPS37D;AKAP6;ZDHHC11;ZDHHC22;SRP14;TRAK1;TOMM20;AP4B1;SORL1;ZDHHC11B;NACA;TOMM7;LONP2;NACAD;SLC25A6"
"959","neutrophil mediated immunity (GO:0002446)","58/488",0.148440964287112,0.683128716463274,0,0,1.17189441352394,2.23546822012017,"SNAP25;RAB3A;HSP90AB1;ATP8A1;SRP14;PSMD6;PSMD7;FTH1;NAPRT;TIMP2;CPNE1;RAC1;B2M;CTSD;CD53;ARSA;HGSNAT;HSP90AA1;NHLRC3;PGAM1;TUBB;HLA-B;NDUFC2;MIF;SCAMP1;DYNLL1;ATAD3B;ADAM17;PKM;CAT;CHI3L1;ADAM8;ALDOA;PPIA;VAMP2;ARL8A;KPNB1;VCL;FTL;KMT2E;CSTB;PSMD12;GSTP1;UBR4;PSAP;MAPK1;TUBB4B;EEF2;RAB10;PTPRB;NFASC;FABP5;TOLLIP;CYSTM1;LAMTOR1;NIT2;HSPA1B;HSPA1A"
"960","cellular response to amyloid-beta (GO:1904646)","6/35",0.148488836807824,0.683128716463274,0,0,1.79246920586174,3.4186788206315,"APP;PRNP;GRIN2A;ATP1A3;CACNA1A;GRIN1"
"961","intracellular pH reduction (GO:0051452)","6/35",0.148488836807824,0.683128716463274,0,0,1.79246920586174,3.4186788206315,"ATP6V1G2;ATP6V1B2;CLCN3;ATP6V1E1;ATP6V0D1;ATP6V1F"
"962","negative regulation of Ras protein signal transduction (GO:0046580)","6/35",0.148488836807824,0.683128716463274,0,0,1.79246920586174,3.4186788206315,"FLCN;SYNGAP1;STMN1;STMN3;SPRY1;SCAI"
"963","positive regulation of lipid biosynthetic process (GO:0046889)","6/35",0.148488836807824,0.683128716463274,0,0,1.79246920586174,3.4186788206315,"SLC27A1;FABP3;CHP1;SORBS1;LDLR;GPLD1"
"964","response to amino acid starvation (GO:1990928)","11/75",0.149914317519161,0.683128716463274,0,0,1.48975012130034,2.82708594064983,"FLCN;SZT2;CEBPB;ATP6V1G2;ATP6V1B2;MAPK1;LAMTOR1;ATP6V1E1;ATP6V0D1;ATP6V1F;MAPK3"
"965","axon guidance (GO:0007411)","26/203",0.150565216621165,0.683128716463274,0,0,1.2744337856421,2.41296062139507,"ROBO2;NRP1;NRXN3;RPS6KA5;KIF5C;GPC1;BSG;CHN1;PLXNA2;NPTN;TNR;PLXNA1;MAPK1;RAC1;PLXNA4;PLXNA3;MAPK3;UNC5A;DSCAM;DCC;PRKCA;PTK2;GAP43;FEZ1;EVL;CNTN4"
"966","cell-matrix adhesion (GO:0007160)","14/100",0.150765470807267,0.683128716463274,0,0,1.41132732162632,2.67027338260696,"ACTN1;TSC1;THY1;SORBS1;PKD1;THBS3;CTTN;STRC;ZYX;ITGB1BP1;RAC1;WHAMM;ARHGEF7;VCL"
"967","positive regulation of neuron differentiation (GO:0045666)","7/43",0.151982259550957,0.683128716463274,0,0,1.68474576271186,3.17404666026676,"NEUROD2;MEF2C;PCP4;BRINP1;CPNE1;ARHGEF2;ASCL1"
"968","protein polymerization (GO:0051258)","9/59",0.152925938790232,0.683128716463274,0,0,1.55988366456617,2.92915193971135,"TPPP3;GPX4;PIN1;CHMP4A;RAC1;MAPT;TPPP;GAS7;TTC17"
"969","selective autophagy (GO:0061912)","9/59",0.152925938790232,0.683128716463274,0,0,1.55988366456617,2.92915193971135,"DYNC1I2;UBB;DDRGK1;RB1CC1;UBC;DYNLL1;PCNT;RPS27A;DYNLL2"
"970","mitotic nuclear membrane organization (GO:0101024)","8/51",0.153176285827517,0.683128716463274,0,0,1.61213268433387,3.02462824917298,"POM121;PPP2R1A;VPS4A;BANF1;CHMP4A;RANGAP1;KPNB1;RAN"
"971","mitotic nuclear membrane reassembly (GO:0007084)","8/51",0.153176285827517,0.683128716463274,0,0,1.61213268433387,3.02462824917298,"POM121;PPP2R1A;VPS4A;BANF1;CHMP4A;RANGAP1;KPNB1;RAN"
"972","protein-DNA complex assembly (GO:0065004)","19/143",0.15485646057979,0.683128716463274,0,0,1.32880285341672,2.47855836139608,"PSMD12;CENPV;CETN2;ATRX;NAP1L3;RPA1;NAP1L2;XPC;RSF1;NAP1L1;GTF2H2;RBX1;PSMD8;PSMD6;PSMD7;UBB;UBC;MNAT1;RPS27A"
"973","receptor-mediated endocytosis (GO:0006898)","19/143",0.15485646057979,0.683128716463274,0,0,1.32880285341672,2.47855836139608,"LMBR1L;HSP90AA1;TFRC;INSR;CLTB;HIP1R;CLTA;SORL1;SNAP91;DNM1;DNM3;SNX1;CTTN;DNAJC6;CANX;AP2S1;CALR;LDLR;SNCA"
"974","negative regulation of calcium ion transmembrane transporter activity (GO:1901020)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"YWHAE;FKBP1A;CALM3;CALM1;CALM2"
"975","negative regulation of cellular response to insulin stimulus (GO:1900077)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"PTPRE;PRKCB;TSC2;PIP4K2C;PTPN2"
"976","phagosome acidification (GO:0090383)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"ATP6V1G2;ATP6V1B2;ATP6V1E1;ATP6V0D1;ATP6V1F"
"977","positive regulation of nitric oxide metabolic process (GO:1904407)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"HSP90AA1;HSP90AB1;DDAH1;INSR;CLU"
"978","positive regulation of response to wounding (GO:1903036)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"DUOX1;DMTN;PTK2;ACTG1;MYLK"
"979","receptor clustering (GO:0043113)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"MAGI2;NRXN2;ITGB1BP1;THY1;AGRN"
"980","regulation of multicellular organismal development (GO:2000026)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"KAT2A;TDG;INSR;DHX36;DUSP6"
"981","regulation of plasma membrane bounded cell projection organization (GO:0120035)","5/28",0.15805237162802,0.683128716463274,0,0,1.88311141961675,3.47401824619658,"NTNG1;CCDC88A;HOMER1;TBR1;CAMK2G"
"982","adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"GNAS;DRD1"
"983","astrocyte differentiation (GO:0048708)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"CDK6;MT3"
"984","cellular cation homeostasis (GO:0030003)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ATP13A2;MT3"
"985","coronary vasculature development (GO:0060976)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"BMP4;MESP1"
"986","creatine metabolic process (GO:0006600)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"GAMT;CKB"
"987","cytochrome complex assembly (GO:0017004)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"COX18;COA6"
"988","dendrite arborization (GO:0140059)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"NRP1;PHACTR1"
"989","dense core granule cytoskeletal transport (GO:0099519)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SYT4;TANC2"
"990","detection of muscle stretch (GO:0035995)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"CTNNB1;PTK2"
"991","determination of digestive tract left/right asymmetry (GO:0071907)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"DNAAF1;MEGF8"
"992","glandular epithelial cell development (GO:0002068)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"BMP4;CDK6"
"993","histone H3-K4 dimethylation (GO:0044648)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"KMT2A;KMT2B"
"994","maintenance of synapse structure (GO:0099558)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"RAB3A;CHCHD10"
"995","membrane biogenesis (GO:0044091)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"CLIP3;SERINC1"
"996","membrane invagination (GO:0010324)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SNX3;CHMP4A"
"997","monoacylglycerol catabolic process (GO:0052651)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ABHD12;MGLL"
"998","negative regulation of lymphocyte differentiation (GO:0045620)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ID2;INHA"
"999","negative regulation of membrane protein ectodomain proteolysis (GO:0051045)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"TIMP2;PTPN3"
"1000","negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"GSTP1;PPIA"
"1001","oxygen transport (GO:0015671)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"NGB;CYGB"
"1002","polyamine biosynthetic process (GO:0006596)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SAT2;SAT1"
"1003","positive regulation of B cell receptor signaling pathway (GO:0050861)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"PRKCB;SLC39A10"
"1004","positive regulation of cardiac muscle cell differentiation (GO:2000727)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"BMP4;MEF2C"
"1005","positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"LPL;MBP"
"1006","positive regulation of cytoplasmic translation (GO:2000767)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"PKM;DHX36"
"1007","positive regulation of intracellular estrogen receptor signaling pathway (GO:0033148)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"PAK1;WBP2"
"1008","positive regulation of miRNA mediated inhibition of translation (GO:1905618)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"DDX6;TNRC6B"
"1009","positive regulation of mitochondrial membrane potential (GO:0010918)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"BAD;AKT2"
"1010","positive regulation of respiratory burst (GO:0060267)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"RPS19;INSR"
"1011","positive regulation of trophoblast cell migration (GO:1901165)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"C1QBP;ACVR1B"
"1012","positive regulation of vesicle fusion (GO:0031340)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"AKT2;SNCA"
"1013","protein localization to basolateral plasma membrane (GO:1903361)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"RAB10;LIN7C"
"1014","protein localization to endoplasmic reticulum exit site (GO:0070973)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SEC16B;BCAP29"
"1015","regulation by virus of viral protein levels in host cell (GO:0046719)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"HACD3;IFIT1"
"1016","regulation of atrial cardiac muscle cell membrane depolarization (GO:0060371)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SCN3B;SCN2B"
"1017","regulation of cardiac muscle cell membrane potential (GO:0086036)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"FXYD1;SLC8B1"
"1018","regulation of glucocorticoid receptor signaling pathway (GO:2000322)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"PER1;LMO3"
"1019","regulation of inositol phosphate biosynthetic process (GO:0010919)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"PTK2B;SNCA"
"1020","regulation of lens fiber cell differentiation (GO:1902746)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"SPRED3;SPRY1"
"1021","regulation of MDA-5 signaling pathway (GO:0039533)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ANKRD17;C1QBP"
"1022","regulation of metallopeptidase activity (GO:1905048)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"DDRGK1;TIMP2"
"1023","regulation of microtubule binding (GO:1904526)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"MAP2;GAS8"
"1024","regulation of miRNA mediated inhibition of translation (GO:1905616)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"DDX6;TNRC6B"
"1025","regulation of norepinephrine secretion (GO:0014061)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"HRH3;KCNB1"
"1026","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway (GO:1903376)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"FBXW7;NONO"
"1027","regulation of striated muscle cell differentiation (GO:0051153)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"MESP1;DMPK"
"1028","regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"E2F3;SOD2"
"1029","response to increased oxygen levels (GO:0036296)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ATP6AP1;ATP6V0D1"
"1030","ribonucleoprotein complex disassembly (GO:0032988)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"ZFAND1;KLC1"
"1031","rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"TSC1;RAN"
"1032","SA node cell action potential (GO:0086015)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"CACNA1D;SCN3B"
"1033","sinoatrial node development (GO:0003163)","2/7",0.158668070639713,0.683128716463274,0,0,3.46338164251208,6.37588079640463,"BMP4;MESP1"
